OrderID,CustomerID,Restaurant,ItemLine,Price,Quantity,Discount,Date
11497,20848,Crest Line,"Dill - Primerba, Paste",181,6,10,4/7/2020
11498,20627,Carey,Appetiser - Bought,408,5,40,11/29/2019
11498,20002,Darwin,"Beans - Turtle, Black, Dry",117,9,30,11/23/2019
11498,20923,Hanover,Parsley Italian - Fresh,312,9,50,6/24/2020
11498,20548,Clarendon,Sultanas,201,10,40,8/23/2019
11499,20948,Scoville,Sole - Fillet,204,8,40,4/23/2020
11500,20149,Jenifer,Chinese Foods - Pepper Beef,882,7,40,3/17/2020
11500,20661,Randy,Aspic - Amber,130,5,20,5/8/2020
11500,20087,Carberry,Cauliflower,151,1,50,2/26/2020
11501,20237,Oak Valley,Buffalo - Striploin,282,5,20,8/16/2019
11501,20824,Ilene,"Mushroom - Chanterelle, Dry",288,8,20,11/20/2019
11502,20234,Warrior,Wine - Masi Valpolocell,240,6,30,2/11/2020
11502,20338,Golf Course,Pepper - Scotch Bonnet,837,9,30,4/2/2020
11503,20414,Sachs,Puff Pastry - Slab,246,2,60,4/27/2020
11503,20149,East,Wine - Pinot Noir Pond Haddock,173,9,40,9/26/2019
11504,20460,Orin,Shiratamako - Rice Flour,245,10,30,1/6/2020
11506,20105,8th,The Pop Shoppe - Cream Soda,274,10,30,10/23/2019
11506,20968,Porter,Cocktail Napkin Blue,951,9,40,5/22/2020
11506,20818,Bunker Hill,Juice - Apple 284ml,633,1,10,9/24/2019
11508,20759,Gina,"Tomatoes - Vine Ripe, Yellow",469,2,60,11/9/2019
11508,20753,Lotheville,"Sauce - Black Current, Dry Mix",237,3,60,10/14/2019
11508,20098,Fisk,Wine - Sawmill Creek Autumn,337,8,30,2/14/2020
11509,20740,Tennessee,Pickles - Gherkins,292,7,10,2/10/2020
11511,20389,Merry,Durian Fruit,472,5,30,6/8/2020
11511,20199,Troy,Pasta - Cheese / Spinach Bauletti,590,9,20,12/5/2019
11511,20890,Oak Valley,Beer - Fruli,177,9,20,2/4/2020
11513,20279,Superior,"Flour - Corn, Fine",773,8,60,9/23/2019
11513,20678,Service,Pork - Ground,460,4,10,6/3/2020
11516,20225,Shoshone,Beef - Bresaola,359,6,20,10/3/2019
11517,20519,American Ash,Dasheen,812,6,40,1/19/2020
11517,20121,Emmet,Lamb Rack Frenched Australian,614,5,10,2/9/2020
11518,20975,Meadow Vale,"Salt - Rock, Course",174,5,30,1/26/2020
11518,20851,Saint Paul,Foam Cup 6 Oz,201,8,60,11/13/2019
11519,20055,Troy,Rice - Aborio,277,10,50,2/15/2020
11520,20075,Columbus,Tea - Green,393,1,30,7/5/2020
11521,20988,Morningstar,Pastry - Choclate Baked,787,2,30,11/21/2019
11522,20623,Pond,Vinegar - Sherry,331,6,20,9/4/2019
11522,20524,Hollow Ridge,Garbage Bags - Clear,631,2,60,5/1/2020
11522,20977,Paget,Molasses - Fancy,627,6,40,9/28/2019
11524,20229,Troy,"Fish - Base, Bouillion",472,2,50,8/29/2019
11525,20519,Express,Cheese - Swiss,985,7,50,6/3/2020
11525,20144,Sunfield,Food Colouring - Green,194,3,60,6/1/2020
11525,20365,Kensington,"Rum - Light, Captain Morgan",526,3,60,10/21/2019
11525,20557,Johnson,Squash - Butternut,493,1,40,11/27/2019
11526,20823,Starling,Hersey Shakes,554,9,30,11/2/2019
11526,20762,Twin Pines,"Cheese - Cheddar, Medium",672,3,30,1/10/2020
11527,20607,Graceland,Lettuce - Curly Endive,90,8,50,8/7/2019
11527,20542,Hoepker,Tomatoes - Heirloom,73,7,60,2/4/2020
11528,20093,Continental,"Wine - White, Pinot Grigio",665,9,50,11/4/2019
11528,20440,Spaight,Dawn Professionl Pot And Pan,814,9,30,6/24/2020
11530,20857,Cascade,Grouper - Fresh,606,1,40,8/5/2019
11531,20606,School,Chinese Foods - Chicken,917,5,60,12/23/2019
11531,20957,Hoffman,Sauce - Roasted Red Pepper,983,4,20,1/18/2020
11533,20979,Monterey,Tea - Herbal - 6 Asst,618,1,60,6/17/2020
11533,20978,Menomonie,Bar - Sweet And Salty Chocolate,938,2,40,3/10/2020
11534,20113,Everett,Wine - Acient Coast Caberne,423,7,30,4/7/2020
11534,20046,Division,Thyme - Fresh,182,7,20,4/27/2020
11534,20009,Harbort,Bag Stand,255,9,40,11/23/2019
11534,20782,Stang,Bread - White Mini Epi,643,2,30,3/10/2020
11534,20815,Donald,Coriander - Ground,542,5,20,10/27/2019
11534,20799,Luster,Halibut - Fletches,417,9,30,12/24/2019
11535,20713,Waxwing,Water - Spring 1.5lit,458,2,10,8/2/2019
11535,20467,Anzinger,Kippers - Smoked,728,2,40,5/29/2020
11537,20482,Nevada,Soup Knorr Chili With Beans,568,8,30,1/18/2020
11537,20622,Old Shore,"Capon - Breast, Double, Wing On",354,7,20,10/7/2019
11538,20128,Melrose,Nescafe - Frothy French Vanilla,782,5,10,10/2/2019
11538,20685,Sunnyside,"Turkey - Breast, Boneless Sk On",568,6,40,9/11/2019
11539,20164,Paget,"Soup - Knorr, Chicken Noodle",661,2,30,11/19/2019
11539,20586,Utah,Curry Paste - Madras,421,9,20,5/1/2020
11540,20049,High Crossing,Pastry - Plain Baked Croissant,460,6,40,11/5/2019
11542,20589,Vermont,Petite Baguette,178,6,20,12/15/2019
11544,20977,Saint Paul,"Bread - Rolls, Corn",386,7,30,12/12/2019
11545,20605,Katie,Lime Cordial - Roses,972,6,50,1/9/2020
11545,20440,Nobel,Scrubbie - Scotchbrite Hand Pad,651,4,40,2/4/2020
11545,20276,Crowley,Beef Cheek Fresh,215,8,50,4/2/2020
11545,20478,Scott,Chocolate - Chips Compound,704,5,30,7/8/2020
11547,20187,Bayside,"Cheese - Mozzarella, Shredded",422,6,50,5/21/2020
11547,20023,Maple Wood,Radish,355,2,10,10/9/2019
11548,20847,Prairie Rose,Mussels - Frozen,297,9,60,5/13/2020
11548,20899,Superior,"Wine - Harrow Estates, Vidal",458,9,50,3/23/2020
11549,20072,Mesta,Milk - Skim,332,5,60,3/20/2020
11549,20597,Lotheville,Tea - Herbal Sweet Dreams,808,6,30,12/11/2019
11550,20117,Mcbride,Ezy Change Mophandle,833,1,20,3/1/2020
11550,20173,Farmco,Tea - Green,953,5,30,6/8/2020
11550,20240,Logan,Muffin Mix - Chocolate Chip,918,6,60,5/28/2020
11552,20008,Mendota,Lettuce - Red Leaf,259,3,10,2/20/2020
11552,20867,Stoughton,"Veal - Chops, Split, Frenched",519,1,20,7/27/2019
11555,20862,Roxbury,Wakami Seaweed,249,7,10,8/21/2019
11555,20068,Dapin,Okra,229,8,30,7/8/2020
11555,20824,Lien,Tuna - Loin,669,2,40,12/4/2019
11556,20213,Hoepker,Spring Roll Veg Mini,645,6,60,4/4/2020
11557,20807,Algoma,Grenadillo,731,3,10,8/1/2019
11557,20340,Mariners Cove,Cookie Dough - Peanut Butter,702,10,50,4/9/2020
11557,20860,Farragut,Scallop - St. Jaques,949,6,40,6/8/2020
11558,20887,Sherman,Pastry - Trippleberry Muffin - Mini,880,6,60,12/8/2019
11558,20143,Bay,Clementine,892,2,60,6/7/2020
11559,20303,Autumn Leaf,"Jam - Strawberry, 20 Ml Jar",73,10,60,2/5/2020
11560,20014,Jay,Instant Coffee,844,8,50,9/28/2019
11561,20184,Mccormick,Chips - Doritos,954,4,40,7/13/2020
11561,20168,Bartillon,"Tomatoes - Plum, Canned",595,9,30,12/26/2019
11561,20412,Waxwing,Garlic - Peeled,70,10,40,7/14/2020
11562,20316,Mcguire,"Cod - Salted, Boneless",767,7,20,11/17/2019
11563,20789,Morrow,Kellogs Cereal In A Cup,378,6,50,4/23/2020
11564,20928,Surrey,Lidsoupcont Rp12dn,148,10,50,1/21/2020
11564,20232,Johnson,Eggplant Oriental,942,4,40,8/1/2019
11565,20175,Lawn,Lotus Rootlets - Canned,356,2,20,8/11/2019
11565,20221,Mandrake,Nantucket Orange Juice,887,4,40,1/12/2020
11566,20949,Jenifer,"Cheese - Romano, Grated",974,5,10,7/11/2020
11567,20567,Division,Juice - Cranberry 284ml,253,1,50,11/18/2019
11568,20219,Fordem,Fond - Chocolate,457,4,10,5/25/2020
11568,20316,Kinsman,Tea - Honey Green Tea,336,6,20,9/14/2019
11568,20493,Mccormick,"Ranchero - Primerba, Paste",531,8,30,9/26/2019
11570,20546,Eagle Crest,Gherkin - Sour,987,8,30,2/29/2020
11570,20976,Fair Oaks,Wine - Zinfandel Rosenblum,523,6,10,7/2/2020
11571,20333,American Ash,"Iced Tea - Lemon, 460 Ml",487,1,50,9/26/2019
11571,20127,Clove,Spice - Chili Powder Mexican,806,2,50,11/3/2019
11572,20410,Pearson,Cake - Box Window 10x10x2.5,307,2,10,10/6/2019
11572,20290,Gulseth,"Napkin - Dinner, White",200,5,20,10/15/2019
11574,20128,Clarendon,Ecolab Silver Fusion,687,7,10,9/25/2019
11575,20419,Mandrake,"Syrup - Golden, Lyles",985,7,40,11/9/2019
11575,20693,Elgar,Wood Chips - Regular,416,6,40,7/11/2020
11575,20817,Mendota,Lemon Tarts,958,2,10,7/19/2020
11576,20844,Sherman,Venison - Racks Frenched,438,2,20,11/8/2019
11578,20750,Atwood,Corn Shoots,89,3,40,3/14/2020
11578,20432,Main,Squid - Tubes / Tenticles 10/20,214,4,30,10/16/2019
11578,20700,Anhalt,Mustard - Individual Pkg,467,3,20,7/25/2019
11579,20079,Westridge,Sauce - Rosee,778,1,60,12/21/2019
11580,20425,Dwight,Lidsoupcont Rp12dn,621,4,30,4/12/2020
11580,20857,Blackbird,Carbonated Water - Wildberry,513,7,60,4/26/2020
11586,20409,Jay,Muffin - Blueberry Individual,85,9,60,12/25/2019
11586,20286,Packers,Cheese - Swiss,706,7,20,5/28/2020
11588,20156,Birchwood,"Red Snapper - Fillet, Skin On",46,8,30,3/15/2020
11588,20004,Sunfield,Wine - Masi Valpolocell,45,7,20,3/10/2020
11588,20890,Pennsylvania,Beets - Mini Golden,112,9,50,10/1/2019
11589,20511,Heffernan,Mustard - Dijon,390,2,40,7/27/2019
11590,20613,Roxbury,Lettuce - Romaine,956,9,50,12/14/2019
11591,20105,Spenser,Cranberries - Frozen,559,4,40,4/5/2020
11592,20381,3rd,Corn Kernels - Frozen,473,7,20,2/15/2020
11593,20097,Badeau,Scallops - In Shell,557,3,40,5/22/2020
11594,20241,Park Meadow,Juice - Propel Sport,424,6,30,6/29/2020
11594,20448,Oakridge,Muffin Mix - Raisin Bran,815,6,20,7/8/2020
11594,20318,Montana,Whmis - Spray Bottle Trigger,99,2,60,2/6/2020
11594,20621,Jenifer,"Coconut - Shredded, Unsweet",860,7,10,12/21/2019
11595,20497,Ohio,Flavouring Vanilla Artificial,335,5,30,8/13/2019
11595,20158,Dwight,Capers - Pickled,417,10,40,10/26/2019
11596,20371,Corscot,Beef - Texas Style Burger,192,6,20,11/17/2019
11598,20112,West,Bols Melon Liqueur,324,4,50,8/23/2019
11599,20509,Daystar,Rum - Mount Gay Eclipes,637,10,10,12/10/2019
11599,20842,Moulton,Bread - Assorted Rolls,648,2,20,5/11/2020
11599,20964,Melby,"Extract - Vanilla,artificial",136,4,40,6/5/2020
11599,20057,Fieldstone,Sole - Iqf,513,5,50,12/24/2019
11601,20566,Hovde,Salt - Table,991,4,30,7/10/2020
11601,20054,Cambridge,Cranberries - Fresh,187,5,60,2/14/2020
11602,20527,Swallow,Chivas Regal - 12 Year Old,457,4,10,12/12/2019
11603,20645,Sugar,Flour - Fast / Rapid,778,4,30,10/12/2019
11604,20898,Crescent Oaks,Oil - Safflower,385,8,30,7/4/2020
11604,20478,Alpine,Tuna - Bluefin,823,1,10,11/5/2019
11604,20215,Golden Leaf,Kahlua,516,9,60,7/26/2019
11606,20822,Carioca,Pear - Halves,288,5,40,10/13/2019
11606,20868,Lindbergh,Tea - Herbal I Love Lemon,943,3,40,4/15/2020
11606,20965,Riverside,"Cheese - Mozzarella, Buffalo",435,7,10,1/13/2020
11606,20370,Chinook,"Cheese - Brie,danish",872,6,60,10/21/2019
11607,20397,Onsgard,Passion Fruit,51,9,20,6/10/2020
11607,20725,Heath,"Glass - Wine, Plastic, Clear 5 Oz",287,1,10,5/17/2020
11607,20379,Chive,Chocolate Bar - Oh Henry,630,6,50,7/10/2020
11608,20058,Clemons,Onion Powder,931,6,50,12/21/2019
11609,20550,Bartillon,"Cup - 3.5oz, Foam",267,8,20,2/14/2020
11610,20538,Judy,Chick Peas - Dried,567,6,10,1/7/2020
11611,20881,Graceland,Potatoes - Peeled,615,1,10,8/20/2019
11611,20091,Fuller,Chicken Giblets,108,10,40,8/29/2019
11612,20734,Colorado,Wine - Guy Sage Touraine,174,1,10,7/31/2019
11612,20265,Leroy,Cheese - Swiss Sliced,826,3,60,4/22/2020
11613,20711,Burrows,Wine - Black Tower Qr,835,2,20,3/5/2020
11613,20477,Lien,Wine - Touraine Azay - Le - Rideau,789,7,30,4/21/2020
11613,20743,Mifflin,Corn Meal,349,2,60,11/11/2019
11615,20418,Summer Ridge,Asparagus - Mexican,215,7,30,6/12/2020
11615,20432,Pawling,Cheese - Swiss,410,8,40,9/6/2019
11615,20853,Heffernan,Rosemary - Fresh,827,5,10,4/12/2020
11616,20736,Sunfield,Bagel - Sesame Seed Presliced,501,4,10,8/8/2019
11616,20935,Ridge Oak,Wine - Sicilia Igt Nero Avola,144,6,50,3/31/2020
11616,20312,Mallard,Evaporated Milk - Skim,156,6,40,8/21/2019
11617,20858,Nelson,"Wine - White, Antinore Orvieto",576,8,60,11/28/2019
11617,20304,Grasskamp,Appetizer - Asian Shrimp Roll,202,5,40,4/20/2020
11617,20411,Waxwing,"Pasta - Shells, Medium, Dry",834,9,50,10/10/2019
11618,20764,Jackson,"Tea - Darjeeling, Azzura",888,8,30,1/2/2020
11618,20009,Grim,Ice Cream Bar - Oreo Cone,810,8,50,10/15/2019
11619,20449,Darwin,Cheese - Grie Des Champ,693,3,40,2/23/2020
11620,20203,Lillian,"Chilli Paste, Sambal Oelek",937,6,20,4/28/2020
11621,20889,Del Sol,Sugar - Palm,829,1,20,6/23/2020
11621,20492,Manley,Pomello,368,7,10,11/24/2019
11621,20751,Anderson,"Nut - Walnut, Pieces",80,10,30,12/24/2019
11622,20138,Laurel,"Pail - 15l White, With Handle",79,1,60,3/12/2020
11624,20161,Lien,Foil Cont Round,986,2,30,5/7/2020
11624,20619,Schiller,Blackberries,644,1,10,4/11/2020
11624,20500,Fisk,Oil - Canola,638,3,30,11/21/2019
11625,20938,Rigney,Eggs - Extra Large,861,6,50,10/8/2019
11625,20596,Oneill,Grenadine,581,3,50,7/17/2020
11626,20105,Maryland,Onions Granulated,606,9,60,11/21/2019
11626,20654,Sunfield,Corn - On The Cob,100,9,40,4/19/2020
11626,20326,Ohio,Seabream Whole Farmed,362,4,50,9/3/2019
11626,20364,Tony,Sauce - Demi Glace,666,7,30,7/27/2019
11627,20461,Independence,Oil - Olive Bertolli,209,3,40,1/18/2020
11627,20678,Drewry,Baking Powder,559,9,50,3/15/2020
11628,20567,Hoepker,"Mushroom - Enoki, Fresh",131,3,30,3/14/2020
11628,20600,Upham,Sauce - Fish 25 Ozf Bottle,157,8,20,10/4/2019
11628,20077,Tony,Nantucket Apple Juice,380,9,30,8/11/2019
11628,20234,East,Juice - Lemon,165,3,10,6/20/2020
11628,20142,Prentice,Miso - Soy Bean Paste,154,10,50,3/4/2020
11628,20890,Linden,Onions - White,650,10,20,8/30/2019
11630,20424,Schmedeman,Bread Sour Rolls,797,1,50,9/22/2019
11630,20773,Kings,Tea - Honey Green Tea,582,1,50,1/15/2020
11630,20109,Pepper Wood,Onions - Spanish,397,8,60,12/27/2019
11630,20055,Paget,Persimmons,942,8,40,2/5/2020
11630,20976,Schlimgen,Longan,333,3,60,1/21/2020
11631,20596,Memorial,"Radish - Black, Winter, Organic",931,8,10,2/17/2020
11631,20709,Dixon,"Soup - Campbells, Creamy",800,6,60,3/16/2020
11631,20883,Badeau,Trout - Smoked,588,6,10,9/12/2019
11631,20072,Sloan,Cookies - Englishbay Chochip,217,3,40,3/2/2020
11631,20738,Ramsey,Coconut - Whole,140,9,30,10/2/2019
11632,20846,Sutherland,Vol Au Vents,595,8,40,4/6/2020
11632,20756,Saint Paul,Soup - Campbells,591,6,10,9/2/2019
11633,20958,Cordelia,Veal - Striploin,143,7,30,6/29/2020
11633,20773,Hansons,Chocolate Liqueur - Godet White,965,7,60,1/23/2020
11635,20417,Bunker Hill,Ginsing - Fresh,529,10,10,7/27/2019
11635,20463,Redwing,Lentils - Green Le Puy,937,1,30,8/4/2019
11637,20795,2nd,"Rum - White, Gg White",483,7,60,10/2/2019
11638,20124,Chinook,Wine - Ej Gallo Sonoma,46,2,30,12/31/2019
11638,20078,Ruskin,Juice - Ocean Spray Cranberry,693,1,60,12/7/2019
11638,20683,Express,Sauce - Hp,100,6,20,4/20/2020
11639,20769,Brickson Park,Smirnoff Green Apple Twist,331,3,10,2/15/2020
11639,20471,Eliot,"Wine - Red, Antinori Santa",716,4,20,3/3/2020
11640,20476,Knutson,Cheese - Le Cru Du Clocher,825,3,50,9/2/2019
11640,20676,Upham,Flour Pastry Super Fine,549,7,60,1/5/2020
11641,20677,Del Mar,Appetizer - Mushroom Tart,614,10,60,1/29/2020
11641,20071,Stephen,Milk - Chocolate 250 Ml,520,7,20,12/9/2019
11641,20813,Washington,"Crab - Dungeness, Whole",79,9,50,9/21/2019
11641,20333,Merchant,Canadian Emmenthal,626,8,60,8/15/2019
11641,20488,Kennedy,Crackers - Melba Toast,188,10,40,4/3/2020
11642,20413,Coleman,"Fish - Atlantic Salmon, Cold",503,3,40,1/12/2020
11643,20267,Bashford,Veal - Slab Bacon,445,8,30,1/10/2020
11643,20244,Mosinee,Chocolate - Feathers,115,10,60,11/25/2019
11643,20621,Starling,Wine - Duboeuf Beaujolais,308,9,10,2/6/2020
11644,20932,Northview,Cocoa Powder - Natural,362,7,60,4/14/2020
11644,20097,Fairview,Vegetable - Base,916,4,40,12/29/2019
11644,20402,Sommers,"Rum - Spiced, Captain Morgan",526,3,50,6/13/2020
11645,20036,Everett,Napkin White - Starched,220,5,10,11/28/2019
11645,20339,Oxford,Rhubarb,298,7,60,2/6/2020
11646,20950,Mallard,Initation Crab Meat,645,10,60,6/16/2020
11647,20305,Truax,Tahini Paste,97,6,10,10/9/2019
11648,20972,Marquette,Bread Crumbs - Japanese Style,45,1,10,12/1/2019
11649,20165,Rutledge,Soup - Campbells Beef Stew,288,9,40,6/14/2020
11649,20581,Del Sol,Milk - Chocolate 250 Ml,280,1,10,7/21/2020
