OrderID,CustID,RestID,Discount,ItemLine,Price
5868,51,39,20,Sobe - Lizard Fuel,234
5869,123,23,50,Nut - Pumpkin Seeds,453
5869,123,23,50,Nut - Pumpkin Seeds,453
5869,123,23,50,Eel Fresh,350
5869,123,23,50,Cheese - Mascarpone,216
5870,84,45,50,Lettuce - Romaine,374
5870,84,45,50,"Beef - Baby, Liver",314
5870,84,45,50,"Bread - Sticks, Thin, Plain",304
5870,84,45,50,Dried Apple,450
5871,30,33,30,"Nut - Pine Nuts, Whole",258
5872,358,1,10,Island Oasis - Pina Colada,148
5872,358,1,10,Soy Protein,187
5872,358,1,10,Island Oasis - Pina Colada,148
5873,235,26,40,Wine - Black Tower Qr,365
5874,376,88,10,Cabbage Roll,99
5875,491,27,40,Slt - Individual Portions,119
5875,491,27,40,Beef - Tenderloin - Aa,294
5876,121,47,30,Pate - Peppercorn,187
5876,121,47,30,Bread Ww Cluster,347
5876,121,47,30,Wine - Saint Emilion Calvet,132
5876,121,47,30,Cabbage - Savoy,357
5877,73,44,10,Cookies - Amaretto,59
5878,239,22,30,Lime Cordial - Roses,360
5878,239,22,30,Syrup - Chocolate,199
5878,239,22,30,Syrup - Chocolate,199
5878,239,22,30,Petite Baguette,426
5878,239,22,30,Petite Baguette,426
5879,113,93,10,Venison - Striploin,361
5879,113,93,10,"Lobster - Tail, 3 - 4 Oz",420
5880,185,48,40,Towel Multifold,274
5880,185,48,40,Cups 10oz Trans,449
5880,185,48,40,Pepper - Green Thai,244
5880,185,48,40,Cheese - Asiago,273
5880,185,48,40,Juice - Lagoon Mango,250
5880,185,48,40,Sugar - Cubes,467
5881,435,22,0,Petite Baguette,426
5881,435,22,0,Cheese - Bocconcini,307
5881,435,22,0,Cheese - Bocconcini,307
5881,435,22,0,Sausage - Chorizo,92
5882,320,11,60,"Octopus - Baby, Cleaned",433
5882,320,11,60,Carroway Seed,247
5882,320,11,60,Trueblue - Blueberry Cranberry,162
5882,320,11,60,Red Cod Fillets - 225g,185
5882,320,11,60,Pear - Prickly,101
5882,320,11,60,Puff Pastry - Slab,158
5883,296,65,60,Seabream Whole Farmed,119
5884,262,38,0,Ecolab Digiclean Mild Fm,52
5885,462,72,60,Sun - Dried Tomatoes,449
5885,462,72,60,Sun - Dried Tomatoes,449
5885,462,72,60,Tomatoes - Orange,407
5885,462,72,60,Shopper Bag - S - 4,103
5885,462,72,60,Shopper Bag - S - 4,103
5886,326,34,0,"Appetizer - Mini Egg Roll, Shrimp",410
5886,326,34,0,"Appetizer - Mini Egg Roll, Shrimp",410
5887,279,98,40,Sugar - Monocystal / Rock,212
5887,279,98,40,Oneshot Automatic Soap System,351
5887,279,98,40,"Coke - Classic, 355 Ml",489
5887,279,98,40,Gooseberry,214
5887,279,98,40,Pork - Back Ribs,120
5888,414,12,60,Salmon - Sockeye Raw,245
5889,443,61,60,Appetizer - Veg Assortment,216
5889,443,61,60,Cheese - Wine,345
5889,443,61,60,Yokaline,402
5889,443,61,60,Kellogs Special K Cereal,301
5889,443,61,60,Ostrich - Prime Cut,499
5889,443,61,60,Tomatoes - Grape,116
5890,132,80,40,Water - Tonic,198
5890,132,80,40,Soup - Campbells Bean Medley,446
5890,132,80,40,Soup - Campbells Bean Medley,446
5890,132,80,40,Shrimp - Black Tiger 26/30,440
5890,132,80,40,Soup - Campbells Bean Medley,446
5890,132,80,40,Couscous,395
5891,396,57,40,Pepper - Orange,57
5892,454,45,60,"Pasta - Penne, Rigate, Dry",50
5893,310,16,60,"Crab - Back Fin Meat, Canned",135
5893,310,16,60,Pork - European Side Bacon,380
5894,421,74,30,Amarula Cream,282
5894,421,74,30,Cheese - Le Cheve Noir,77
5894,421,74,30,Cakes Assorted,429
5894,421,74,30,Crab Brie In Phyllo,148
5895,51,99,20,"Doilies - 7, Paper",104
5895,51,99,20,Scallops - In Shell,251
5895,51,99,20,Sage - Ground,302
5895,51,99,20,"Doilies - 7, Paper",104
5895,51,99,20,Scallops - In Shell,251
5896,100,21,50,"Gingerale - Schweppes, 355 Ml",257
5897,437,84,0,Plums - Red,500
5897,437,84,0,Pineapple - Regular,416
5897,437,84,0,Cake - Cake Sheet Macaroon,239
5897,437,84,0,Squid - U - 10 Thailand,140
5898,252,54,10,"Juice - Orange, Concentrate",147
5898,252,54,10,Pepper - Green,373
5898,252,54,10,"Juice - Orange, Concentrate",147
5898,252,54,10,"Juice - Orange, Concentrate",147
5898,252,54,10,Pepper - Green,373
5898,252,54,10,Apple - Custard,322
5899,234,75,30,Cheese - Sheep Milk,102
5899,234,75,30,Muffin Batt - Ban Dream Zero,389
5900,7,34,20,Baking Powder,170
5901,184,52,30,Beans - Kidney White,383
5901,184,52,30,Beef - Eye Of Round,225
5902,6,28,40,Muskox - French Rack,151
5902,6,28,40,Orange - Blood,104
5903,264,88,20,"Stock - Veal, White",381
5903,264,88,20,"Yogurt - Banana, 175 Gr",297
5903,264,88,20,"Wine - White, Schroder And Schyl",374
5904,366,45,0,Cookie Double Choco,241
5904,366,45,0,Lettuce - Romaine,374
5905,338,96,50,Bread - Malt,382
5906,161,3,40,Lamb - Loin Chops,490
5906,161,3,40,Lamb - Loin Chops,490
5906,161,3,40,Chip - Potato Dill Pickle,478
5906,161,3,40,Chip - Potato Dill Pickle,478
5906,161,3,40,Lamb - Loin Chops,490
5907,404,43,50,"Cup - 6oz, Foam",407
5907,404,43,50,"Shrimp - 16/20, Peeled Deviened",436
5908,267,100,40,"Tea - Darjeeling, Azzura",143
5908,267,100,40,"Tea - Darjeeling, Azzura",143
5908,267,100,40,Pickerel - Fillets,208
5908,267,100,40,Potatoes - Parissienne,314
5909,168,47,30,Pate - Peppercorn,187
5909,168,47,30,Pate - Peppercorn,187
5909,168,47,30,Pasta - Fusili Tri - Coloured,321
5909,168,47,30,Wine - Saint Emilion Calvet,132
5910,41,62,60,"Nut - Hazelnut, Ground, Natural",445
5910,41,62,60,"Doilies - 8, Paper",236
5910,41,62,60,"Doilies - 8, Paper",236
5910,41,62,60,Pork - Backs - Boneless,187
5910,41,62,60,"Doilies - 8, Paper",236
5910,41,62,60,Tomato Puree,79
5911,277,26,30,Beef Ground Medium,68
5911,277,26,30,Wine - Black Tower Qr,365
5911,277,26,30,Wine - Black Tower Qr,365
5911,277,26,30,Beef Ground Medium,68
5911,277,26,30,Cheese - Swiss,396
5911,277,26,30,Beef Ground Medium,68
5912,478,71,60,"Loaf Pan - 2 Lb, Foil",254
5912,478,71,60,"Pork - Tenderloin, Frozen",151
5912,478,71,60,Beef - Top Butt,366
5912,478,71,60,Sauce - Caesar Dressing,417
5912,478,71,60,Sauce - Caesar Dressing,417
5912,478,71,60,Passion Fruit,228
5913,416,54,0,Chips Potato Swt Chilli Sour,118
5914,115,72,10,"Pasta - Cappellini, Dry",479
5914,115,72,10,Ecolab Crystal Fusion,290
5914,115,72,10,Shopper Bag - S - 4,103
5914,115,72,10,Fiddlehead - Frozen,435
5914,115,72,10,Bread - Olive Dinner Roll,316
5915,75,48,50,Sugar - Cubes,467
5915,75,48,50,Juice - Lagoon Mango,250
5916,390,29,20,Oil - Coconut,287
5916,390,29,20,Sausage - Chorizo,92
5916,390,29,20,Pork - Hock And Feet Attached,132
5917,5,9,0,Pumpkin - Seed,409
5917,5,9,0,"Bread - Dark Rye, Loaf",111
5917,5,9,0,"Bread - Bagels, Plain",457
5918,112,50,50,Towel Multifold,274
5918,112,50,50,"Fish - Atlantic Salmon, Cold",157
5918,112,50,50,Muffin Batt - Choc Chk,431
5918,112,50,50,Wine - Ej Gallo Sierra Valley,293
5919,5,93,40,Cranberries - Fresh,91
5919,5,93,40,"Lobster - Tail, 3 - 4 Oz",420
5919,5,93,40,Cranberries - Fresh,91
5919,5,93,40,"Basil - Dry, Rubbed",384
5919,5,93,40,"Basil - Dry, Rubbed",384
5919,5,93,40,Cranberries - Fresh,91
5920,442,2,60,Mushroom - Portebello,380
5920,442,2,60,Gatorade - Cool Blue Raspberry,470
5920,442,2,60,Wine - Mondavi Coastal Private,127
5920,442,2,60,Bar Mix - Lime,84
5920,442,2,60,"Doilies - 8, Paper",236
5920,442,2,60,Veal - Leg,198
5921,33,83,40,"Tomatoes - Vine Ripe, Yellow",281
5921,33,83,40,"Bread - Pumpernickle, Rounds",320
5922,123,32,0,Pur Source,53
5922,123,32,0,Container Clear 8 Oz,268
5922,123,32,0,"Juice - Pineapple, 48 Oz",331
5922,123,32,0,Turnip - Mini,412
5923,244,22,30,Petite Baguette,426
5923,244,22,30,Petite Baguette,426
5923,244,22,30,Cheese - Bocconcini,307
5923,244,22,30,Petite Baguette,426
5923,244,22,30,Petite Baguette,426
5923,244,22,30,Syrup - Chocolate,199
5924,168,43,30,Turnip - White,99
5925,334,4,40,Bread - Kimel Stick Poly,146
5925,334,4,40,Calypso - Lemonade,440
5925,334,4,40,Cheese - Swiss Sliced,81
5926,45,52,60,Pepper - Green,373
5926,45,52,60,Table Cloth 62x114 Colour,61
5927,257,69,30,Cheese - Brie,473
5927,257,69,30,"Pepper - Paprika, Spanish",188
5927,257,69,30,"Pepper - Paprika, Spanish",188
5927,257,69,30,Skirt - 24 Foot,289
5927,257,69,30,"Peas - Pigeon, Dry",172
5928,334,13,60,"Crab - Claws, 26 - 30",309
5928,334,13,60,"Tea - Darjeeling, Azzura",143
5928,334,13,60,Beer - Tetleys,374
5928,334,13,60,Coffee - Flavoured,94
5928,334,13,60,"Mushroom - Chantrelle, Fresh",187
5928,334,13,60,"Crab - Claws, 26 - 30",309
5929,220,12,50,Grapefruit - White,95
5929,220,12,50,Bread - Corn Muffaleta Onion,302
5929,220,12,50,"Pasta - Detalini, White, Fresh",401
5929,220,12,50,"Pasta - Detalini, White, Fresh",401
5929,220,12,50,"Water, Tap",182
5929,220,12,50,Potatoes - Idaho 80 Count,444
5930,341,16,20,"Crab - Back Fin Meat, Canned",135
5930,341,16,20,"Yeast - Fresh, Fleischman",101
5930,341,16,20,Pork Ham Prager,369
5931,406,69,40,Honey - Comb,403
5931,406,69,40,"Chicken - Leg, Boneless",60
5931,406,69,40,"Pepper - Paprika, Spanish",188
5931,406,69,40,Ecolab - Balanced Fusion,265
5931,406,69,40,Honey - Comb,403
5931,406,69,40,Skirt - 24 Foot,289
5932,249,99,0,Scallops - In Shell,251
5932,249,99,0,"Potatoes - Purple, Organic",444
5932,249,99,0,Oil - Sunflower,149
5932,249,99,0,Scallops - In Shell,251
5933,410,53,20,Miso - Soy Bean Paste,283
5934,464,5,0,V8 Pet,68
5934,464,5,0,Fond - Chocolate,305
5934,464,5,0,Oil - Cooking Spray,382
5934,464,5,0,Eggplant Oriental,491
5935,33,14,60,Bread - Calabrese Baguette,437
5935,33,14,60,Remy Red,114
5935,33,14,60,Cape Capensis - Fillet,328
5935,33,14,60,Tart - Butter Plain Squares,183
5935,33,14,60,Cape Capensis - Fillet,328
5935,33,14,60,Remy Red,114
5936,28,47,50,Rice - Sushi,173
5936,28,47,50,Pasta - Fusili Tri - Coloured,321
5936,28,47,50,Carbonated Water - Blackcherry,436
5936,28,47,50,Carbonated Water - Blackcherry,436
5936,28,47,50,Cabbage - Savoy,357
5936,28,47,50,Wine - Saint Emilion Calvet,132
5937,232,50,0,"Fish - Atlantic Salmon, Cold",157
5937,232,50,0,Muffin Batt - Choc Chk,431
5938,483,60,0,Hummus - Spread,257
5938,483,60,0,Sprouts - Bean,481
5938,483,60,0,Soup - Boston Clam Chowder,186
5938,483,60,0,Mix - Cappucino Cocktail,325
5939,122,28,50,Sobe - Green Tea,297
5939,122,28,50,Table Cloth - 53x69 Colour,417
5939,122,28,50,Coffee - Espresso,266
5939,122,28,50,Sugar - Invert,418
5939,122,28,50,Sobe - Green Tea,297
5940,243,75,50,Juice - Lemon,97
5941,500,9,0,Longos - Grilled Veg Sandwiches,174
5941,500,9,0,"Bread - Bagels, Plain",457
5941,500,9,0,Pumpkin - Seed,409
5941,500,9,0,Silicone Parch. 16.3x24.3,477
5942,485,63,30,Soup Campbells Turkey Veg.,287
5942,485,63,30,Soup Campbells Turkey Veg.,287
5942,485,63,30,Soup Campbells Turkey Veg.,287
5942,485,63,30,"Nut - Pecan, Pieces",284
5942,485,63,30,"Nut - Pecan, Pieces",284
5942,485,63,30,Beer - Fruli,180
5943,376,100,60,"Tea - Darjeeling, Azzura",143
5943,376,100,60,Salmon - Fillets,480
5943,376,100,60,Wine - Gato Negro Cabernet,254
5943,376,100,60,Salmon - Fillets,480
5943,376,100,60,Wine - Delicato Merlot,347
5943,376,100,60,"Tea - Darjeeling, Azzura",143
5944,203,13,30,Puree - Guava,189
5945,204,19,30,Wine - Magnotta - Bel Paese White,472
5945,204,19,30,Cheese - Shred Cheddar / Mozza,221
5945,204,19,30,"Artichoke - Hearts, Canned",72
5945,204,19,30,"Artichoke - Hearts, Canned",72
5945,204,19,30,"Wine - Red, Cabernet Sauvignon",378
5946,46,94,20,Chips Potato Reg 43g,52
5946,46,94,20,Ginsing - Fresh,445
5946,46,94,20,Chips Potato Reg 43g,52
5947,403,41,50,Muffin - Banana Nut Individual,189
5947,403,41,50,"Mushroom - Enoki, Dry",450
5947,403,41,50,"Pail - 15l White, With Handle",350
5947,403,41,50,Gherkin,404
5947,403,41,50,Gherkin,404
5947,403,41,50,Chocolate Eclairs,292
5948,367,62,20,Compound - Passion Fruit,238
5948,367,62,20,Longos - Chicken Cordon Bleu,422
5948,367,62,20,Shark - Loin,249
5948,367,62,20,"Beans - Black Bean, Canned",191
5949,65,70,40,Celery Root,104
5949,65,70,40,"Trout - Rainbow, Frozen",175
5949,65,70,40,Mayonnaise,292
5949,65,70,40,"Pasta - Cannelloni, Sheets, Fresh",300
5949,65,70,40,"Rum - Light, Captain Morgan",393
5950,237,86,40,"Beans - Turtle, Black, Dry",407
5950,237,86,40,Vinegar - White Wine,236
5950,237,86,40,"Beans - Turtle, Black, Dry",407
5951,174,91,30,"Soup - Knorr, Country Bean",390
5951,174,91,30,Egg Patty Fried,499
5951,174,91,30,"Soup - Knorr, Country Bean",390
5951,174,91,30,Cheese - Brie Roitelet,258
5952,494,89,50,Cookie Double Choco,241
5953,96,51,10,Liqueur - Melon,261
5953,96,51,10,Liqueur - Melon,261
5954,197,16,0,Apple - Custard,322
5955,409,57,40,Roe - Flying Fish,488
5955,409,57,40,Spinach - Frozen,414
5956,346,96,30,Bread - Malt,382
5957,494,40,60,Chips Potato Swt Chilli Sour,118
5957,494,40,60,Sausage - Meat,443
5957,494,40,60,Steam Pan Full Lid,257
5957,494,40,60,Steam Pan Full Lid,257
5957,494,40,60,"Mushroom - Morels, Dry",53
5958,16,67,0,Towel - Roll White,266
5959,473,36,10,"Pork - Loin, Bone - In",169
5959,473,36,10,Juice - Lemon,97
5960,381,88,60,"Wine - White, Schroder And Schyl",374
5960,381,88,60,Wine - Sauvignon Blanc,179
5960,381,88,60,Oil - Coconut,287
5961,367,41,40,"Pork - Chop, Frenched",243
5961,367,41,40,Chocolate Eclairs,292
5962,49,44,60,Sage Ground Wiberg,473
5962,49,44,60,Vinegar - Sherry,72
5962,49,44,60,Vinegar - Sherry,72
5962,49,44,60,Cookies - Amaretto,59
5963,422,67,0,Cheese - Goat,285
5963,422,67,0,Towel - Roll White,266
5963,422,67,0,Hersey Shakes,112
5963,422,67,0,Okra,330
5963,422,67,0,"Nut - Almond, Blanched, Sliced",416
5964,301,50,40,Wine - Pinot Grigio Collavini,64
5964,301,50,40,"Quail - Eggs, Fresh",372
5964,301,50,40,"Fish - Atlantic Salmon, Cold",157
5964,301,50,40,"Fish - Atlantic Salmon, Cold",157
5964,301,50,40,Gherkin,404
5964,301,50,40,Gherkin,404
5965,238,72,0,Shopper Bag - S - 4,103
5965,238,72,0,Garam Masala Powder,57
5965,238,72,0,"Pasta - Cappellini, Dry",479
5965,238,72,0,Garam Masala Powder,57
5965,238,72,0,Beer - Original Organic Lager,189
5965,238,72,0,Sun - Dried Tomatoes,449
5966,223,13,30,Chives - Fresh,408
5967,492,96,20,Garbage Bags - Clear,190
5967,492,96,20,Papayas,120
5967,492,96,20,Easy Off Oven Cleaner,474
5968,449,13,10,"Mushroom - Chantrelle, Fresh",187
5968,449,13,10,Cabbage Roll,99
5969,394,6,20,Chocolate - Mi - Amere Semi,146
5969,394,6,20,Salmon - Sockeye Raw,245
5969,394,6,20,Chocolate - Mi - Amere Semi,146
5969,394,6,20,Thermometer Digital,491
5969,394,6,20,Ham - Cooked Italian,57
5970,167,60,50,Chicken - Livers,150
5971,280,11,60,Wine - Casablanca Valley,255
5971,280,11,60,Bread - Italian Corn Meal Poly,50
5972,129,82,40,Muffin - Zero Transfat,433
5972,129,82,40,Wine - Guy Sage Touraine,69
5972,129,82,40,Hagen Daza - Dk Choocolate,241
5972,129,82,40,Cake - Dulce De Leche,149
5972,129,82,40,Black Currants,399
5973,255,61,40,Kellogs Special K Cereal,301
5973,255,61,40,Kellogs Special K Cereal,301
5974,220,12,30,Food Colouring - Red,131
5974,220,12,30,Fenngreek Seed,479
5974,220,12,30,Grapefruit - White,95
5975,12,20,10,Russian Prince,88
5975,12,20,10,Bok Choy - Baby,195
5976,133,18,20,Melon - Cantaloupe,195
5976,133,18,20,Wine - Chateau Aqueria Tavel,295
5976,133,18,20,Salt And Pepper Mix - White,181
5976,133,18,20,Barramundi,91
5976,133,18,20,Napkin - Beverage 1 Ply,416
5977,500,95,0,Cookies Almond Hazelnut,114
5977,500,95,0,"Bread - Multigrain, Loaf",483
5978,362,58,40,Pears - Anjou,480
5979,467,98,0,Pork - Back Ribs,120
5979,467,98,0,Sugar - Monocystal / Rock,212
5979,467,98,0,Truffle Cups - Brown,231
5979,467,98,0,Pork - Back Ribs,120
5980,42,96,30,"Artichokes - Knobless, White",311
5980,42,96,30,Tea Leaves - Oolong,191
5980,42,96,30,Garbage Bags - Clear,190
5980,42,96,30,"Lamb - Loin, Trimmed, Boneless",180
5980,42,96,30,Beans - Green,62
5981,43,36,20,Veal - Liver,387
5981,43,36,20,Vacuum Bags 12x16,230
5981,43,36,20,Vacuum Bags 12x16,230
5981,43,36,20,"Pork - Loin, Bone - In",169
5981,43,36,20,"Plate - Foam, Bread And Butter",69
5981,43,36,20,Juice - Lemon,97
5982,206,35,50,Banana - Leaves,406
5982,206,35,50,Puff Pastry - Sheets,97
5982,206,35,50,Coffee Decaf Colombian,388
5982,206,35,50,Veal - Leg,198
5982,206,35,50,Pop - Club Soda Can,410
5983,491,90,10,Chicken Breast Halal,288
5983,491,90,10,Lamb Tenderloin Nz Fr,256
5983,491,90,10,Oil - Peanut,241
5983,491,90,10,"Salsify, Organic",298
5984,329,57,50,Spinach - Frozen,414
5984,329,57,50,Cake Sheet Combo Party Pack,224
5984,329,57,50,Spinach - Frozen,414
5984,329,57,50,Compound - Strawberry,123
5984,329,57,50,Spinach - Frozen,414
5984,329,57,50,Juice - Ocean Spray Cranberry,372
5985,290,62,60,Compound - Passion Fruit,238
5985,290,62,60,Beer - Blue Light,317
5986,382,51,60,Puff Pastry - Sheets,97
5986,382,51,60,Guava,403
5986,382,51,60,Guava,403
5986,382,51,60,Guava,403
5986,382,51,60,Guava,403
5986,382,51,60,Liqueur - Melon,261
5987,398,94,10,Irish Cream - Baileys,358
5987,398,94,10,Blue Curacao - Marie Brizard,483
5987,398,94,10,Beef - Ox Tongue,414
5987,398,94,10,Samosa - Veg,367
5987,398,94,10,Irish Cream - Baileys,358
5988,474,40,30,Thyme - Dried,162
5989,297,70,50,Daikon Radish,181
5990,422,78,60,Mint - Fresh,270
5990,422,78,60,Rice - Long Grain,182
5991,96,61,10,Wine - Winzer Krems Gruner,493
5991,96,61,10,Kellogs Special K Cereal,301
5991,96,61,10,Ostrich - Prime Cut,499
5992,295,79,60,Beans - Green,62
5993,445,4,30,Table Cloth 144x90 White,319
5993,445,4,30,Table Cloth 144x90 White,319
5994,391,87,40,Swordfish Loin Portions,84
5994,391,87,40,"Yeast - Fresh, Fleischman",101
5995,262,41,40,"Pasta - Linguini, Dry",121
5995,262,41,40,Gherkin,404
5996,140,49,30,Tea - Herbal Sweet Dreams,455
5996,140,49,30,"Croissant, Raw - Mini",163
5996,140,49,30,Nougat - Paste / Cream,419
5996,140,49,30,Wine - Ej Gallo Sierra Valley,293
5997,193,28,30,Pork - Kidney,166
5998,299,10,10,Pasta - Cheese / Spinach Bauletti,78
5998,299,10,10,Pasta - Cheese / Spinach Bauletti,78
5998,299,10,10,Pepper - Red Chili,272
5998,299,10,10,Ocean Spray - Kiwi Strawberry,466
5998,299,10,10,Pasta - Cheese / Spinach Bauletti,78
5998,299,10,10,Huck White Towels,476
5999,75,4,50,Bread - Kimel Stick Poly,146
5999,75,4,50,Cheese - Swiss Sliced,81
5999,75,4,50,"Rum - Coconut, Malibu",106
5999,75,4,50,Table Cloth 144x90 White,319
5999,75,4,50,Calypso - Lemonade,440
5999,75,4,50,Cheese - Swiss Sliced,81
6000,418,21,40,"Gingerale - Schweppes, 355 Ml",257
6000,418,21,40,"Gingerale - Schweppes, 355 Ml",257
6000,418,21,40,Tea Leaves - Oolong,191
6000,418,21,40,Cheese - Marble,91
6001,279,34,40,Plasticknivesblack,153
6002,289,22,20,Petite Baguette,426
6002,289,22,20,Syrup - Chocolate,199
6002,289,22,20,Syrup - Chocolate,199
6002,289,22,20,Syrup - Chocolate,199
6002,289,22,20,Sausage - Chorizo,92
6002,289,22,20,Cheese - Bocconcini,307
6003,227,9,40,Crush - Cream Soda,295
6003,227,9,40,"Cheese - Mozzarella, Shredded",167
6003,227,9,40,"Cheese - Mozzarella, Shredded",167
6003,227,9,40,Vinegar - Rice,160
6003,227,9,40,Pumpkin - Seed,409
6004,41,97,60,Ham Black Forest,320
6004,41,97,60,Mahi Mahi,417
6005,112,6,40,Wine - Sawmill Creek Autumn,65
6005,112,6,40,Cheese - Comtomme,139
6005,112,6,40,"Nut - Hazelnut, Whole",385
6005,112,6,40,Salmon - Sockeye Raw,245
6005,112,6,40,Wine - Sawmill Creek Autumn,65
6005,112,6,40,Cheese - Comtomme,139
6006,75,73,10,Neckerchief Blck,86
6006,75,73,10,Venison - Striploin,361
6006,75,73,10,Appetizer - Lobster Phyllo Roll,154
6006,75,73,10,Yoghurt Tubes,137
6006,75,73,10,Venison - Striploin,361
6007,141,11,60,Wine - Casablanca Valley,255
6007,141,11,60,Red Cod Fillets - 225g,185
6007,141,11,60,Beef - Striploin Aa,74
6007,141,11,60,Carroway Seed,247
6007,141,11,60,Prunes - Pitted,235
6007,141,11,60,Prunes - Pitted,235
6008,328,73,30,Neckerchief Blck,86
6008,328,73,30,Yoghurt Tubes,137
6008,328,73,30,"Jam - Strawberry, 20 Ml Jar",466
6008,328,73,30,Shrimp - Black Tiger 26/30,440
6009,477,36,50,Veal - Liver,387
6009,477,36,50,"Plate - Foam, Bread And Butter",69
6010,451,21,60,Cabbage - Green,261
6010,451,21,60,Tea Leaves - Oolong,191
6010,451,21,60,Remy Red Berry Infusion,368
6010,451,21,60,Pepper - Roasted Red,215
6011,84,37,30,Tomato Puree,79
6011,84,37,30,Compound - Strawberry,123
6011,84,37,30,"Soup - Knorr, Chicken Gumbo",79
6011,84,37,30,"Water - Mineral, Natural",341
6011,84,37,30,Compound - Strawberry,123
6011,84,37,30,"Water - Mineral, Natural",341
6012,350,3,60,Bonito Flakes - Toku Katsuo,257
6012,350,3,60,Pepper - Red Bell,215
6012,350,3,60,Cheese - Mascarpone,216
6012,350,3,60,"Beef - Roasted, Cooked",269
6012,350,3,60,Aspic - Clear,473
6012,350,3,60,Aspic - Clear,473
6013,180,31,40,Devonshire Cream,465
6013,180,31,40,Sauce - Oyster,285
6013,180,31,40,Icecream - Dstk Cml And Fdg,401
6013,180,31,40,"Tart Shells - Sweet, 4",343
6014,161,99,60,Tea - Mint,423
6014,161,99,60,"Doilies - 7, Paper",104
6014,161,99,60,Pomello,198
6015,401,70,60,Daikon Radish,181
6015,401,70,60,Beef - Inside Round,490
6015,401,70,60,Apple - Custard,322
6015,401,70,60,"Wine - White, Colubia Cresh",125
6015,401,70,60,Daikon Radish,181
6016,333,15,40,Ice Cream - Vanilla,329
6016,333,15,40,"Lamb - Leg, Diced",225
6016,333,15,40,Energy Drink - Franks Original,82
6016,333,15,40,Seaweed Green Sheets,97
6016,333,15,40,Butter Sweet,156
6017,235,88,60,Cabbage Roll,99
6017,235,88,60,Cabbage Roll,99
6017,235,88,60,Coffee - Decaffeinato Coffee,374
6017,235,88,60,Wine - Sauvignon Blanc,179
6018,326,33,60,"Nut - Pine Nuts, Whole",258
6018,326,33,60,Coffee Beans - Chocolate,417
6018,326,33,60,"Nut - Pine Nuts, Whole",258
6018,326,33,60,"Nut - Pine Nuts, Whole",258
6018,326,33,60,Longos - Chicken Cordon Bleu,422
6019,45,56,30,Wine - Sake,99
6019,45,56,30,"Doilies - 8, Paper",236
6019,45,56,30,Schnappes Peppermint - Walker,167
6019,45,56,30,"Apple - Delicious, Golden",302
6019,45,56,30,Wine - Sake,99
6019,45,56,30,Schnappes Peppermint - Walker,167
6020,269,43,40,Lotus Leaves,311
6020,269,43,40,"Shrimp - 16/20, Peeled Deviened",436
6020,269,43,40,Bagel - Ched Chs Presliced,174
6020,269,43,40,Tea - Decaf 1 Cup,338
6020,269,43,40,"Cup - 6oz, Foam",407
6020,269,43,40,"Napkin - Dinner, White",155
6021,487,67,20,"Nut - Almond, Blanched, Sliced",416
6021,487,67,20,"Nut - Almond, Blanched, Sliced",416
6022,491,31,20,Devonshire Cream,465
6022,491,31,20,Muffin Batt - Ban Dream Zero,389
6022,491,31,20,Icecream - Dstk Cml And Fdg,401
6022,491,31,20,Icecream - Dstk Cml And Fdg,401
6022,491,31,20,Pimento - Canned,165
6023,105,30,10,"Nut - Hazelnut, Ground, Natural",445
6023,105,30,10,"Nut - Hazelnut, Ground, Natural",445
6023,105,30,10,Bread - Raisin Walnut Oval,207
6023,105,30,10,Onions Granulated,449
6023,105,30,10,Cheese - Swiss,396
6023,105,30,10,Cheese - Pied De Vents,110
6024,193,75,10,Cheese - Sheep Milk,102
6024,193,75,10,"Juice - Apple, 500 Ml",448
6024,193,75,10,Muffin Batt - Ban Dream Zero,389
6025,126,82,0,Milk - Homo,422
6025,126,82,0,Bread - Mini Hamburger Bun,389
6025,126,82,0,Wine - Guy Sage Touraine,69
6025,126,82,0,Milk - Homo,422
6025,126,82,0,Milk - Homo,422
6026,210,80,0,Couscous,395
6026,210,80,0,Soup - Campbells Bean Medley,446
6026,210,80,0,Veal - Knuckle,151
6027,155,37,20,"Water - Mineral, Natural",341
6027,155,37,20,Tomato Puree,79
6027,155,37,20,Pastry - Cherry Danish - Mini,106
6027,155,37,20,Snapple - Mango Maddness,417
6027,155,37,20,Wine - Red Oakridge Merlot,477
6027,155,37,20,Mackerel Whole Fresh,108
6028,288,20,30,Ice Cream - Turtles Stick Bar,114
6028,288,20,30,Cognac - Courvaisier,127
6028,288,20,30,Russian Prince,88
6028,288,20,30,Russian Prince,88
6028,288,20,30,Russian Prince,88
6029,366,44,60,Sachet,384
6029,366,44,60,Steampan - Foil,248
6030,341,63,40,Beer - Fruli,180
6030,341,63,40,"Nut - Pecan, Pieces",284
6030,341,63,40,Shrimp - Black Tiger 8 - 12,139
6031,127,37,50,"Soup - Knorr, Chicken Gumbo",79
6031,127,37,50,Mackerel Whole Fresh,108
6032,381,2,60,Wine - Mondavi Coastal Private,127
6032,381,2,60,Beer - Upper Canada Lager,127
6032,381,2,60,Lid Tray - 12in Dome,342
6033,150,92,40,"Pasta - Elbows, Macaroni, Dry",53
6033,150,92,40,"Pasta - Elbows, Macaroni, Dry",53
6033,150,92,40,Beer - Guiness,175
6033,150,92,40,Cheese - Cheddarsliced,285
